user_id,signup_date,country,age,gender,device_type,game_title,total_play_sessions,avg_session_duration_min,total_hours_played,in_game_purchases_count,total_revenue_usd,last_login,subscription_tier,preferred_game_mode,rank_tier,achievement_score,days_active
cb8b2ffe-ccc8-4f9d-8b45-e4048473dd4a,2023-08-31,Jersey,34,Other,Mobile,QuestRaid,19,13.69,56.98,3,18.12,2025-05-01,Gold,Multiplayer,Platinum,6004,609
743f543a-5f3b-472c-8672-3a0e75dd2c5a,2024-08-04,Japan,31,Other,Mobile,SpeedRun,15,40.64,66.87,2,51.32,2025-04-28,Platinum,Solo,Diamond,3613,267
206c73d8-a5bc-4bfa-9746-ade12ad1b4e9,2024-12-16,Vanuatu,14,Other,Mobile,BattleZone,28,46.8,106.11,4,25.9,2025-05-06,Gold,Co-op,Silver,3167,141
db3a454b-0885-447d-bb2f-4bdbdff10889,2024-11-05,Togo,18,Other,Mobile,QuestRaid,19,29.51,-8.57,7,23.27,2025-05-18,Free,Co-op,Silver,9191,194
51659cac-9ba0-4e8b-a037-d0dc1d4cae7e,2025-03-01,Solomon Islands,21,Female,PC,QuestRaid,12,23.58,147.25,3,84.12,2025-04-28,Silver,Solo,Diamond,835,58
3a9a33df-3c1e-47b6-a2ac-52b0eceb971e,2024-09-28,El Salvador,27,Female,Console,MysticWar,21,26.73,47.79,8,32.62,2025-04-22,Free,Multiplayer,Gold,919,206
1804ddf2-15c1-44a2-bb9d-7dc10d5631a6,2024-07-03,France,49,Female,Console,BattleZone,30,21.83,103.33,3,95.53,2025-04-30,Silver,Co-op,Platinum,5161,301
a3914548-c294-409c-b090-b9e51472c079,2023-10-30,British Virgin Islands,33,Other,Console,QuestRaid,16,34.27,75.65,4,44.02,2025-05-07,Platinum,Multiplayer,Bronze,9376,555
1ae96e5c-e7ec-45d5-a326-c66cb532bf18,2024-12-16,Nauru,32,Other,Console,BattleZone,20,13.22,134.64,7,24.74,2025-05-20,Platinum,Solo,Gold,5345,155
3cd25f21-452c-4071-9d39-0ccc28df8598,2023-10-15,Anguilla,23,Female,PC,QuestRaid,12,39.39,115.14,6,46.28,2025-05-08,Free,Multiplayer,Diamond,2323,571
8a85126b-b547-4309-90fd-158686cc6505,2023-08-26,Saint Pierre and Miquelon,48,Male,Mobile,BattleZone,20,13.8,17.96,3,48.58,2025-04-22,Gold,Multiplayer,Platinum,4420,605
b0a921b2-1156-4567-be03-564e1faf54ef,2024-03-16,Afghanistan,20,Male,Console,SpeedRun,22,3.85,59.2,7,93.69,2025-05-12,Silver,Solo,Gold,5270,422
21e8604b-a868-43d9-a8df-65e25df445c4,2024-08-05,Haiti,41,Other,PC,MysticWar,22,18.1,137.43,4,45.67,2025-05-03,Free,Multiplayer,Gold,2039,271
4fc0db47-04d0-487d-98bb-64f3b1c884cc,2024-12-19,Bangladesh,40,Male,Mobile,BattleZone,13,24.19,118.44,2,2.1,2025-05-20,Free,Co-op,Diamond,1296,152
6a769874-c49a-41b3-9bb0-b07f84d16b25,2024-10-11,Andorra,21,Female,PC,SpeedRun,26,34.8,114.19,5,36.64,2025-05-04,Gold,Co-op,Bronze,3327,205
1748969f-3d6f-4bf0-b915-896c1a459d55,2024-09-04,Estonia,46,Male,Console,QuestRaid,20,40.84,159.32,5,31.17,2025-05-12,Platinum,Co-op,Silver,8694,250
15fa4476-380e-4d39-b3a0-52b5ea5d8db0,2023-10-12,Moldova,21,Other,PC,MysticWar,24,42.79,68.17,7,9.29,2025-05-21,Gold,Co-op,Platinum,1306,587
55a00c92-62e1-48af-bcb9-28f401aa6446,2024-12-23,Germany,40,Male,PC,MysticWar,19,25.5,118.92,5,26.71,2025-05-18,Gold,Co-op,Silver,7492,146
27861722-ded8-45ca-b262-aa70f367ec37,2024-04-06,Vietnam,16,Female,PC,BattleZone,27,39.04,100.13,7,96.38,2025-04-29,Gold,Solo,Diamond,6189,388
1b70977a-c7b2-4217-96e7-41e0778d506b,2024-02-26,Honduras,31,Male,Mobile,SpeedRun,20,41.21,77.86,6,18.74,2025-05-04,Silver,Solo,Gold,7843,433
dbb44099-e9ef-42cc-b3b4-708d6de074d6,2025-03-19,Heard Island and McDonald Islands,45,Other,Mobile,BattleZone,27,40.78,111.16,3,10.79,2025-05-02,Silver,Multiplayer,Silver,601,44
134189bd-335e-46d6-ba03-6fa8e6b42ff2,2024-10-10,Namibia,37,Other,PC,BattleZone,16,3.11,94.87,7,48.84,2025-05-04,Gold,Multiplayer,Silver,5471,206
12cf31f6-e4f3-4523-b491-5239eea1cc30,2024-07-12,Morocco,40,Male,Console,MysticWar,17,19.91,8.3,4,20.01,2025-05-10,Platinum,Co-op,Diamond,1878,302
bfdf475c-1058-41ef-abbf-49e70a859b13,2023-11-06,Lithuania,30,Male,Console,SpeedRun,18,27.18,180.93,3,18.98,2025-05-18,Free,Multiplayer,Silver,3567,559
525986ce-3f37-47ed-95eb-5dadff517593,2023-08-31,Gambia,16,Other,PC,SpeedRun,13,48.45,79.66,6,135.94,2025-05-14,Gold,Multiplayer,Bronze,4601,622
db1b9f7c-49d3-4559-bf75-e566edb043bf,2025-04-14,Nicaragua,48,Male,Mobile,BattleZone,34,34.45,143.31,5,0.84,2025-04-29,Free,Solo,Diamond,9475,15
9ae005a5-c592-42e4-a36d-dde8a8d944c6,2025-05-05,Belarus,20,Other,Mobile,BattleZone,17,25.43,13.32,2,24.24,2025-05-18,Gold,Co-op,Gold,9242,13
bc509a5a-c5f9-4da7-91ef-bc47e2cfdbfe,2024-12-03,Romania,26,Other,Console,BattleZone,18,24.45,80.73,2,20.14,2025-05-03,Gold,Co-op,Silver,5867,151
51a4c311-58e8-4aa9-94b8-9046e74b3dd7,2023-06-23,South Georgia and the South Sandwich Islands,13,Female,Console,MysticWar,19,24.78,91.15,7,118.8,2025-05-12,Platinum,Multiplayer,Bronze,7860,689
2a571eaf-3c74-4ad5-8e70-4349d5efa696,2024-09-18,Reunion,14,Male,Console,QuestRaid,19,21.36,101.08,3,1.23,2025-05-13,Free,Multiplayer,Diamond,5083,237
12f8c8ed-e5c0-4e74-8fc6-6910cb43e399,2023-09-14,Gambia,22,Other,PC,MysticWar,23,37.63,130.97,6,6.89,2025-05-02,Silver,Solo,Diamond,7145,596
a20e3794-c5b2-41c0-bbcc-44b2452e8150,2024-10-26,Malaysia,25,Other,Console,QuestRaid,24,37.32,72.19,5,11.21,2025-05-14,Gold,Multiplayer,Silver,1624,200
bd6e9d40-d70c-4ae5-82af-6ae7f9d82df0,2024-11-16,Armenia,19,Female,PC,SpeedRun,23,18.84,116.13,4,10.0,2025-05-16,Silver,Co-op,Platinum,5875,181
ab5de312-8847-489f-aaaa-e4aa26df4f7e,2024-04-20,Rwanda,33,Other,Mobile,SpeedRun,15,12.73,140.78,6,35.62,2025-05-18,Platinum,Solo,Diamond,8748,393
e198362c-4c3a-41d5-bca5-5e4c9fa0cb0d,2024-03-06,Kenya,45,Other,Console,MysticWar,17,25.02,109.61,2,8.37,2025-05-16,Free,Solo,Diamond,7711,436
54d28418-5781-4b12-b701-aa3e48b20a2a,2023-06-25,Tunisia,27,Male,Console,BattleZone,15,23.07,115.6,4,75.0,2025-04-23,Platinum,Co-op,Diamond,2851,668
f0d9a6c7-e478-4c52-8ec7-8238cfc949d7,2023-07-26,Montserrat,34,Other,Mobile,SpeedRun,25,32.4,111.52,4,183.93,2025-05-19,Silver,Solo,Silver,6586,663
86ea5336-6385-46c0-9501-72e1cbaf55a0,2024-03-04,Namibia,40,Female,Console,BattleZone,24,46.6,106.43,3,102.17,2025-05-08,Free,Solo,Gold,1820,430
433f8031-d3ca-43fe-a303-401f1f64734a,2024-05-17,Brunei Darussalam,32,Male,Mobile,QuestRaid,23,21.5,101.67,7,9.72,2025-05-09,Silver,Solo,Gold,8277,357
24e527e3-1207-4613-bee4-404e74fccb02,2024-09-27,Iceland,46,Female,Console,MysticWar,18,37.14,-8.08,4,7.56,2025-05-09,Gold,Multiplayer,Gold,9575,224
0b7b9728-be5f-4755-97d0-19e00dd471da,2023-10-18,Guinea-Bissau,21,Male,Mobile,SpeedRun,14,36.93,156.33,5,96.42,2025-04-22,Free,Solo,Platinum,5605,552
770e3f0f-8743-4976-9ba9-c3f79722c6da,2023-09-08,Papua New Guinea,37,Female,Console,QuestRaid,19,11.93,58.32,3,36.39,2025-05-06,Free,Multiplayer,Bronze,2769,606
afba90be-3491-42f4-a23d-33a7d6207fbc,2024-10-07,French Polynesia,31,Other,Mobile,BattleZone,25,23.48,147.55,6,2.17,2025-04-24,Gold,Solo,Platinum,64,199
1bb9b61c-eb32-408d-b55e-b3160ee5befc,2024-02-06,Cyprus,22,Male,PC,MysticWar,24,18.71,92.38,9,3.07,2025-05-09,Free,Multiplayer,Silver,5223,458
41447ec4-2958-47bf-b592-0844a308e3b6,2024-08-23,Syrian Arab Republic,19,Other,Mobile,QuestRaid,25,37.87,136.2,6,12.76,2025-05-18,Silver,Multiplayer,Silver,8707,268
f46fc781-1753-46fb-ba22-96a185485014,2023-06-22,Solomon Islands,24,Female,Mobile,MysticWar,17,26.38,153.05,5,12.46,2025-05-13,Platinum,Solo,Diamond,6639,691
833f67ce-972e-4464-9b28-d9388112d967,2024-12-08,Uzbekistan,46,Other,Console,QuestRaid,19,28.76,54.66,4,6.15,2025-05-03,Silver,Solo,Bronze,7796,146
7b36e1a1-30f2-4218-9d52-bd64ac4a4f45,2023-08-23,Equatorial Guinea,13,Female,PC,SpeedRun,19,26.22,91.99,7,54.27,2025-05-19,Gold,Co-op,Bronze,8499,635
269ac2b7-3ca5-4b84-a7c2-deb959301e9a,2023-11-05,Suriname,15,Male,PC,SpeedRun,26,33.17,96.3,4,1.84,2025-05-01,Silver,Solo,Gold,6695,543
b23e7aac-5b27-4dd0-85bc-0c14bf6e3fe1,2024-08-27,Togo,46,Male,Console,QuestRaid,20,22.42,58.07,5,67.91,2025-04-22,Free,Multiplayer,Silver,549,238
9d829379-19ec-46bc-944e-d6f557799011,2024-05-06,Aruba,45,Male,Console,MysticWar,19,24.91,92.7,6,152.01,2025-05-14,Silver,Co-op,Bronze,6444,373
33b44a85-2f05-483b-8b6a-2bd4490a2119,2024-11-28,Australia,46,Male,Mobile,SpeedRun,20,21.74,93.62,8,35.78,2025-05-07,Silver,Multiplayer,Diamond,907,160
aa1c0df1-f10c-44d2-b1aa-8e61c9dc1681,2023-09-20,Mauritius,26,Other,Console,SpeedRun,19,21.0,104.53,2,5.67,2025-05-10,Gold,Solo,Bronze,2911,598
ed525763-972b-4b21-be59-c00d51ba9a72,2023-08-10,Guinea-Bissau,31,Other,PC,SpeedRun,17,26.59,154.98,6,55.4,2025-05-21,Platinum,Co-op,Silver,5604,650
f6410c07-4a28-4609-983b-1c6808019d03,2024-06-03,Cyprus,48,Other,Mobile,QuestRaid,25,32.63,150.54,10,8.84,2025-05-02,Free,Co-op,Diamond,9422,333
2fc39af8-fde5-4f86-8408-8c2fae278945,2025-03-31,Vietnam,23,Other,PC,BattleZone,24,14.79,163.86,5,42.96,2025-05-17,Silver,Co-op,Bronze,9997,47
3b3fcc82-3e17-4f4f-b195-5a2adc1c7300,2023-09-19,China,39,Other,PC,QuestRaid,28,36.59,40.27,5,41.14,2025-05-19,Gold,Co-op,Diamond,2897,608
a49556cd-8796-4224-81cf-e8661bf02ceb,2024-10-11,Pakistan,17,Male,Mobile,QuestRaid,14,11.63,45.78,2,62.82,2025-05-13,Platinum,Solo,Bronze,3395,214
2f1ec3a9-699d-461c-88c2-078a5a37c6f1,2024-06-15,Chile,27,Female,Mobile,QuestRaid,18,28.58,65.67,3,116.96,2025-04-28,Free,Co-op,Diamond,6775,317
becc4b6e-52f3-4f54-ba6b-026b0f668d61,2024-09-13,Turkmenistan,21,Male,Console,QuestRaid,20,40.79,143.82,8,85.32,2025-05-01,Silver,Solo,Diamond,3429,230
e812b0b8-f4ab-4dff-baa9-2709dff4f077,2023-11-15,Liberia,18,Male,PC,QuestRaid,21,43.84,72.15,3,33.16,2025-05-01,Silver,Multiplayer,Platinum,7264,533
d2d88f8f-b068-422b-b79a-59311f8b1273,2023-08-10,Mauritius,31,Other,PC,BattleZone,10,35.74,93.56,4,2.17,2025-05-01,Free,Co-op,Gold,460,630
0ef24781-83b3-4861-b2cd-191ab0e1386d,2024-11-04,Tokelau,43,Male,PC,QuestRaid,19,13.75,116.64,5,82.21,2025-05-20,Platinum,Multiplayer,Platinum,7137,197
932baa2f-14d8-45d4-b551-88ee625f75a9,2023-05-23,Mali,46,Other,Mobile,SpeedRun,22,28.04,1.42,3,1.88,2025-05-14,Platinum,Multiplayer,Gold,929,722
5a45a0ee-7343-4a24-acf2-fb5d6c00bff8,2024-11-01,Turkey,40,Other,PC,BattleZone,24,49.08,85.9,6,6.33,2025-04-28,Silver,Multiplayer,Platinum,307,178
2ab3b57f-0d7c-4f2a-b1b7-d86defc5a5f3,2024-11-12,Bolivia,47,Other,Mobile,QuestRaid,19,43.31,88.68,4,9.44,2025-04-27,Silver,Co-op,Silver,8170,166
f11caa3b-4377-487c-92f7-3804fa53bd10,2023-06-13,Tokelau,20,Female,Console,SpeedRun,20,28.95,92.03,5,2.92,2025-04-30,Gold,Solo,Bronze,7074,687
3a96bd6d-f9eb-4f40-ab32-866397e17a3b,2024-01-27,Lebanon,41,Male,Mobile,SpeedRun,23,42.64,148.23,5,15.87,2025-04-29,Silver,Co-op,Bronze,984,458
52b1657d-1b63-4ca5-b298-ab3c37aa1d2e,2023-11-06,Liberia,13,Male,PC,SpeedRun,22,28.21,8.1,1,16.57,2025-05-10,Platinum,Solo,Platinum,6059,551
438b4671-e995-4f34-b6cc-354c4630c56c,2024-11-03,Canada,31,Male,PC,BattleZone,16,35.92,49.11,7,4.1,2025-05-14,Gold,Multiplayer,Bronze,4197,192
0fe65388-998b-4a2c-ae15-ea6625ee95eb,2024-02-06,Andorra,17,Male,Console,MysticWar,21,17.23,104.51,5,40.6,2025-05-05,Gold,Multiplayer,Silver,6278,454
d5a8c58c-f551-4e35-bbe6-71d13090d206,2025-04-05,Swaziland,15,Male,Mobile,QuestRaid,14,9.97,128.71,3,13.13,2025-05-14,Silver,Solo,Gold,4925,39
9da9bf8e-66dd-4451-8506-f48ffa361033,2024-12-28,Bermuda,20,Other,PC,MysticWar,14,21.65,164.69,9,205.32,2025-05-17,Silver,Multiplayer,Platinum,5757,140
1046b71a-61e1-4f78-8eeb-629292597a1e,2024-03-25,Samoa,30,Other,PC,MysticWar,18,32.02,153.17,6,68.28,2025-05-17,Free,Co-op,Diamond,3429,418
49b75d8f-a6d1-44d2-8749-37b8dacd1d34,2024-11-17,Central African Republic,19,Female,Console,QuestRaid,18,19.56,80.42,7,118.4,2025-05-03,Platinum,Solo,Bronze,3905,167
c497179c-328c-47c5-8f0e-b6668d964b9f,2023-09-10,Falkland Islands (Malvinas),33,Other,Mobile,MysticWar,22,25.07,26.72,4,19.84,2025-04-25,Silver,Multiplayer,Platinum,1037,593
43369afa-85e7-418b-b9f2-0d5c40782664,2024-04-28,Cote d'Ivoire,49,Female,PC,MysticWar,13,11.33,102.38,2,79.89,2025-05-06,Free,Solo,Bronze,5516,373
fab8ef78-eace-4feb-b543-bdfbed237cef,2024-07-09,Croatia,38,Other,Console,BattleZone,26,18.58,97.25,5,27.08,2025-04-26,Platinum,Multiplayer,Gold,3699,291
6b9073d8-0b6b-4f75-a870-490718cec87b,2023-09-18,Turkmenistan,46,Male,Mobile,SpeedRun,27,13.85,141.11,3,19.23,2025-05-03,Platinum,Multiplayer,Silver,6359,593
68925ca1-7c10-4543-ace8-5708b36ac8a2,2023-08-10,Tunisia,35,Female,Mobile,BattleZone,22,20.8,149.68,4,2.76,2025-05-01,Free,Co-op,Diamond,1486,630
8ea65b17-a167-4147-904b-fb539f730d38,2024-11-04,Brazil,33,Other,PC,BattleZone,19,8.17,81.37,9,11.73,2025-04-22,Gold,Co-op,Silver,3895,169
f148aa0e-c52c-473a-b161-1b400c1ec23c,2023-07-16,Korea,45,Female,Mobile,MysticWar,24,25.1,54.21,6,154.9,2025-05-04,Platinum,Co-op,Diamond,2156,658
396085c8-6852-4bd9-b055-2c6774065e38,2024-11-15,Yemen,32,Female,Mobile,SpeedRun,19,30.36,148.83,8,54.5,2025-04-23,Silver,Co-op,Platinum,9722,159
52d41a4e-3657-42b7-a99e-3b2aca4aad11,2024-09-22,Congo,34,Male,PC,MysticWar,21,32.89,64.45,5,16.27,2025-04-23,Silver,Co-op,Bronze,2837,213
c441f460-49b1-4a15-9ca1-2015c9e52170,2023-12-23,Tokelau,36,Male,Mobile,BattleZone,22,41.48,54.69,6,47.85,2025-05-17,Gold,Solo,Gold,6053,511
d9038346-6bb0-41dc-8da4-64f4fce73fe5,2024-07-24,Eritrea,49,Female,Console,SpeedRun,17,19.75,41.33,5,24.57,2025-04-30,Platinum,Co-op,Bronze,1655,280
756589de-25b9-495c-9625-72d37566800d,2024-03-29,Comoros,15,Other,PC,BattleZone,18,19.76,41.05,2,158.81,2025-05-14,Free,Solo,Diamond,6507,411
2a33ce50-d7b8-4feb-8f49-45c58a1f66c5,2024-08-30,Christmas Island,14,Other,Mobile,MysticWar,14,21.36,224.67,6,16.23,2025-05-03,Silver,Multiplayer,Silver,3923,246
427e415b-53e2-4312-af6d-74055f9776af,2024-02-11,Pitcairn Islands,42,Female,PC,BattleZone,14,34.89,103.75,7,64.51,2025-05-15,Silver,Co-op,Silver,1707,459
1e47ea39-4137-4726-9666-81c3080b8f85,2025-01-02,Cote d'Ivoire,46,Other,PC,SpeedRun,20,32.67,79.35,3,125.7,2025-04-25,Free,Multiplayer,Gold,2971,113
0a656696-3309-438d-88a3-1ffac00950b9,2023-08-18,South Africa,15,Female,Mobile,MysticWar,17,25.42,19.7,2,73.92,2025-05-12,Free,Co-op,Diamond,21,633
9c8d0a59-e40d-4e6a-9e69-908c0e03f13e,2024-02-21,Azerbaijan,15,Male,Mobile,SpeedRun,18,45.89,74.4,3,67.55,2025-04-23,Free,Co-op,Platinum,4095,427
74fcbbc2-da87-4ca5-8610-8650970a53f7,2023-06-01,South Georgia and the South Sandwich Islands,31,Other,Console,MysticWar,25,28.86,195.88,1,1.63,2025-05-05,Free,Co-op,Diamond,4548,704
45e9a904-194e-44ca-b903-af5eac0471bc,2024-11-24,Lao People's Democratic Republic,25,Female,PC,MysticWar,21,25.14,67.39,8,45.13,2025-05-08,Free,Multiplayer,Gold,3271,165
a4f417aa-73fd-49f4-93cb-396828979d9f,2023-10-23,Afghanistan,20,Female,Console,MysticWar,33,26.03,105.05,2,22.76,2025-05-10,Free,Solo,Silver,5455,565
d10a5f50-9234-48fe-82f7-58c40335fa73,2024-05-31,Tuvalu,37,Other,Console,QuestRaid,22,28.48,79.65,5,79.96,2025-05-21,Gold,Co-op,Silver,3600,355
22f9eccd-80cd-45cb-96f9-fae6a46b3b40,2024-08-04,Haiti,34,Female,Mobile,BattleZone,13,23.19,163.79,6,3.23,2025-05-05,Platinum,Solo,Platinum,7704,274
7806e6fe-187c-4b18-980e-e3d7b72467a0,2025-03-22,Egypt,32,Female,PC,MysticWar,32,-1.59,88.76,7,6.75,2025-05-17,Silver,Solo,Gold,8417,56
6a8e7583-f80d-4043-b4cd-b70da6a8fedf,2023-12-15,Norway,39,Other,Mobile,QuestRaid,15,34.18,157.71,4,9.31,2025-04-24,Silver,Co-op,Platinum,5374,496
db623c5c-632e-4179-b519-f1b747c16861,2025-04-24,Palestinian Territory,15,Female,PC,SpeedRun,19,36.99,51.31,6,35.82,2025-04-30,Platinum,Multiplayer,Platinum,9506,6
44457c6b-0570-4432-97fd-5a16c90e8423,2023-06-14,Uruguay,31,Other,PC,MysticWar,17,43.04,111.97,6,30.16,2025-04-24,Gold,Multiplayer,Silver,8100,680
b73c123f-8ef7-4488-8f7b-54667450de18,2024-03-19,British Virgin Islands,25,Female,PC,SpeedRun,14,29.58,-1.43,4,19.2,2025-05-11,Silver,Co-op,Gold,7468,418
38f79cda-8210-4426-8313-5f690eb9de0a,2023-07-31,Greenland,13,Female,Console,BattleZone,17,8.82,104.49,5,9.93,2025-05-11,Free,Multiplayer,Gold,5635,650
12e60c05-d30e-4b3d-a9de-b27f1e3664ce,2025-05-08,Palau,13,Female,Console,SpeedRun,23,35.02,117.43,7,61.86,2025-05-09,Gold,Multiplayer,Bronze,6870,1
7aecf541-f2fe-4d3d-8218-fb421593af92,2023-08-29,Kyrgyz Republic,39,Female,PC,BattleZone,18,14.29,89.62,5,13.67,2025-05-07,Gold,Solo,Bronze,9808,617
f0372a3c-c1f4-4f89-a975-6e32a0b0d68b,2023-11-27,United States Virgin Islands,34,Female,Mobile,MysticWar,15,39.82,156.52,8,101.57,2025-04-27,Gold,Co-op,Platinum,7376,517
a62325f6-9cbd-47de-8a02-a50415be5fe4,2023-07-10,Ecuador,37,Other,PC,QuestRaid,14,40.48,79.96,2,37.46,2025-04-22,Gold,Co-op,Gold,9752,652
a400c000-7f93-40fd-821c-d576b45f1dc1,2024-01-03,Solomon Islands,34,Female,Mobile,SpeedRun,16,13.3,126.22,6,35.26,2025-05-15,Platinum,Co-op,Platinum,2285,498
eddd7bb3-8aeb-4352-82c6-4ba7cec56468,2024-11-27,South Africa,22,Other,Console,QuestRaid,9,37.37,131.94,8,9.49,2025-05-06,Free,Solo,Gold,9948,160
2d741d2e-1ddc-4762-a5b4-836d5550e573,2025-04-12,Reunion,32,Male,PC,MysticWar,20,28.13,46.56,5,9.56,2025-05-11,Silver,Multiplayer,Platinum,2716,29
888a224f-196f-420a-9fd2-9af3f20a72ec,2023-12-11,Reunion,23,Other,PC,SpeedRun,15,17.65,170.28,4,119.1,2025-04-26,Silver,Solo,Silver,1259,502
bf81031c-4215-43a8-a4b9-352cc206b934,2024-08-10,Nigeria,25,Male,Console,SpeedRun,21,33.02,123.11,6,74.73,2025-05-21,Free,Multiplayer,Gold,5210,284
d2c871ca-616d-46ba-924b-47cac3bc4d16,2023-09-17,Iceland,46,Female,Console,BattleZone,21,21.86,98.63,5,34.15,2025-04-24,Free,Co-op,Gold,6159,585
bc431b43-0acb-4281-b03d-5bfc8b75ae32,2024-09-18,Tuvalu,39,Other,PC,QuestRaid,19,4.96,131.14,10,23.81,2025-04-30,Gold,Multiplayer,Gold,3787,224
b65520eb-2679-4042-813d-53b5cfdfc60f,2023-06-21,Yemen,19,Other,PC,MysticWar,26,42.43,42.29,1,36.16,2025-05-01,Free,Solo,Platinum,7541,680
e544b807-2c77-4687-8a55-c30ccdbc09ff,2025-01-16,Switzerland,38,Male,PC,MysticWar,19,33.71,65.53,7,10.35,2025-05-21,Gold,Solo,Platinum,3314,125
c8538349-61b4-4dba-9e20-788404fb6588,2024-05-23,Lesotho,29,Male,Console,SpeedRun,23,37.15,125.32,5,20.03,2025-05-02,Silver,Co-op,Platinum,1294,344
3ccb17b4-b8d0-4620-9e7a-a220a14ac76b,2025-04-18,Gibraltar,33,Male,PC,SpeedRun,15,46.42,42.52,7,4.88,2025-05-08,Free,Solo,Platinum,9233,20
e46e2c92-7ed4-420f-bfd7-a9ee753eb16d,2024-11-29,United States Virgin Islands,49,Male,Console,MysticWar,21,32.74,99.43,3,171.73,2025-05-12,Platinum,Solo,Silver,2968,164
e9b6d126-b7f5-467f-b25e-917d6e7d77fc,2025-03-28,Gibraltar,28,Female,Console,MysticWar,18,39.02,225.07,3,35.11,2025-04-24,Gold,Solo,Bronze,21,27
8c7e79ce-1613-42e5-a712-6c424b573785,2024-10-08,New Caledonia,37,Male,Console,SpeedRun,19,38.79,148.92,7,57.09,2025-05-12,Gold,Multiplayer,Diamond,9208,216
6c9ba17b-7bca-4e5c-bbe5-cabb1273ca3c,2023-09-17,Christmas Island,37,Other,Mobile,SpeedRun,18,25.38,100.3,4,51.81,2025-04-27,Silver,Multiplayer,Platinum,8207,588
bc9c731a-351f-4c9d-9ec4-2ae76573b48a,2024-06-11,Kyrgyz Republic,42,Other,PC,SpeedRun,23,26.54,36.7,5,38.51,2025-04-28,Platinum,Solo,Bronze,2781,321
79c24cf1-3045-4232-9570-70eabad08272,2025-05-02,Albania,28,Male,Mobile,BattleZone,15,30.12,135.59,5,46.36,2025-05-10,Free,Solo,Gold,9042,8
